Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
03/03/2022,160,1,13,34,23,35,25,16,14,9,4,0,82,77,1,20,15,29,57,8,31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,3,2,4,0,7,6,0,0,2,5,5,0,1
07/29/2020,446,3,19,56,131,94,68,51,28,12,6,0,234,209,3,187,7,103,103,15,31,0,0,0,1,0,1,0,1,0,2,1,0,1,0,2,0,0,0,1,3,1,8,2,2,1,1,0,7,12,0,8,0,8,2,1,0
03/26/2020,413,2,132,2,65,74,78,96,53,36,9,0,181,232,0,82,14,201,97,11,8,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,23,25,26,28,12,0,57,75,0,27,1,81,19,4,0
03/14/2020,31,0,9,0,9,2,7,6,3,3,1,0,18,13,0,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,7,2,0,2,0,4,3,0,0
07/10/2020,345,6,29,35,120,74,51,24,18,18,5,0,169,175,1,105,7,110,76,12,35,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,5,3,11,4,0,14,15,0,6,0,17,6,0,0
12/29/2020,1711,21,65,217,389,355,259,222,149,72,48,0,923,787,1,716,57,309,400,72,157,0,0,0,1,2,5,7,6,0,8,13,0,6,0,9,6,0,0,3,2,5,8,7,18,11,11,0,37,28,0,19,3,23,16,2,2
11/01/2020,734,6,74,77,184,152,114,96,53,36,22,0,394,340,0,204,40,119,263,29,79,0,0,0,0,0,3,1,2,0,3,3,0,2,0,3,1,0,0,2,7,3,7,6,14,20,15,0,34,40,0,27,2,26,16,3,0
03/13/2021,259,2,15,29,66,62,43,32,20,4,3,0,132,127,0,69,3,53,96,16,22,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,1,1,1,3,3,5,1,0,8,7,0,3,0,8,3,1,0
12/12/2021,831,13,66,154,241,163,111,89,41,16,15,1,444,380,7,113,23,225,250,71,149,0,0,1,0,1,2,7,2,0,5,8,0,1,1,7,4,0,0,1,11,9,5,8,14,9,9,0,38,28,0,12,2,34,15,1,2
08/17/2021,560,3,38,80,156,128,79,57,36,15,9,0,272,285,3,118,23,164,157,28,70,0,0,0,0,1,1,0,1,0,0,3,0,0,1,1,1,0,0,0,4,6,1,9,7,5,6,0,24,14,0,8,0,21,8,1,0
04/24/2020,1074,54,168,30,177,172,186,188,158,74,89,0,516,558,0,471,32,263,163,50,95,0,1,2,0,6,12,15,18,0,19,35,0,14,2,22,16,0,0,3,4,22,16,35,40,25,23,0,76,92,0,71,4,61,25,7,0
01/31/2021,171,16,38,13,37,32,33,23,18,9,6,0,73,90,8,39,13,34,52,10,23,0,0,0,0,3,6,4,3,0,7,9,0,11,0,4,1,0,0,0,4,2,8,9,7,3,5,0,16,22,0,9,0,19,6,4,0
09/21/2021,469,6,33,120,98,82,65,48,30,18,8,0,247,221,1,90,15,141,141,31,51,0,0,0,1,1,1,1,2,0,0,6,0,0,0,4,2,0,0,0,3,2,6,4,9,4,5,0,16,17,0,7,0,21,5,0,0
12/19/2020,852,24,79,96,171,162,160,119,75,40,29,0,451,396,5,334,49,122,218,49,80,0,0,0,0,0,6,7,11,0,11,13,0,8,1,7,8,0,0,2,8,4,5,17,17,11,15,0,42,37,0,30,3,31,12,3,0
06/06/2020,170,20,38,18,33,22,36,28,20,9,4,0,88,82,0,91,1,31,27,8,12,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,16,0,13,8,0,1
04/25/2020,638,38,118,32,122,120,135,107,67,31,24,0,313,325,0,345,14,116,88,17,58,0,0,2,1,6,6,11,12,0,14,24,0,12,2,19,5,0,0,0,5,11,12,25,30,20,15,0,52,66,0,47,3,42,18,8,0
05/16/2020,514,28,102,35,106,87,93,77,59,35,22,0,278,232,4,245,13,109,64,15,68,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,18,16,17,0,51,51,0,41,4,32,17,2,6
07/25/2020,156,8,21,29,34,33,25,16,7,9,3,0,79,77,0,61,8,33,34,8,12,0,0,0,1,1,3,1,2,0,4,4,0,2,0,3,3,0,0,0,0,3,5,2,4,4,3,0,12,9,0,3,0,12,6,0,0
02/26/2022,109,1,9,16,25,23,11,14,9,10,1,0,52,57,0,19,8,10,44,5,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,1,4,0,0,5,4,0,2,0,0,5,0,2
11/24/2020,1925,17,122,239,444,366,324,251,163,84,53,1,1020,899,6,692,67,374,453,86,253,0,0,0,1,1,3,8,4,0,2,15,0,3,1,8,5,0,0,2,4,7,13,22,30,17,27,0,58,64,0,36,6,51,25,2,2
01/12/2021,1089,12,56,139,288,191,150,132,105,50,34,0,567,522,0,379,52,226,270,46,116,0,0,0,0,4,3,4,1,0,4,8,0,4,1,5,2,0,0,0,11,7,1,5,11,13,8,0,24,32,0,19,1,28,6,2,0
09/09/2021,519,4,39,116,142,106,53,46,33,14,9,0,277,242,0,86,16,143,161,29,84,0,0,0,0,0,1,3,0,0,1,3,0,1,0,0,2,0,1,2,4,6,7,1,6,5,8,0,19,20,0,7,0,22,9,1,0
11/23/2021,723,4,39,172,165,144,86,67,44,21,24,0,346,375,2,127,22,166,233,56,119,0,0,1,0,2,1,0,0,0,1,3,0,1,0,3,0,0,0,0,2,5,3,7,9,7,6,0,19,20,0,10,3,11,13,2,0
04/11/2021,363,5,54,70,82,76,61,30,28,12,4,0,193,170,0,76,18,128,102,10,29,0,2,0,0,1,0,2,0,0,3,2,0,3,0,1,1,0,0,0,3,9,6,7,14,11,4,0,24,30,0,12,6,25,9,2,0
09/07/2020,72,1,17,4,19,17,5,10,11,3,3,0,39,33,0,23,0,22,19,3,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,6,1,1,5,1,1,0,11,6,0,8,0,5,3,0,1
05/23/2021,95,6,28,15,24,18,12,8,6,4,8,0,52,43,0,17,1,58,9,2,8,0,0,1,1,1,0,0,3,0,1,5,0,1,1,3,1,0,0,0,3,3,4,5,3,4,6,0,15,13,0,4,0,20,2,2,0
01/05/2021,1605,16,89,171,471,299,242,184,135,65,37,1,812,791,2,601,60,274,448,53,169,0,0,0,1,2,3,6,4,0,3,13,0,5,1,5,5,0,0,0,7,4,5,13,21,22,17,0,46,43,0,20,5,36,26,2,0
08/03/2021,443,1,13,58,140,103,53,38,34,11,6,0,228,213,2,88,18,101,162,18,56,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,1,2,2,1,2,0,4,9,0,1,0,5,6,1,0
12/17/2021,3582,9,121,606,1099,855,444,299,167,73,39,0,1948,1604,30,440,122,1111,979,258,672,0,0,2,0,4,1,2,0,0,5,4,0,1,0,6,2,0,0,8,15,14,6,15,27,24,12,0,57,64,0,22,3,67,25,1,3
07/19/2020,100,2,22,14,27,23,9,14,6,6,1,0,53,46,1,26,2,35,28,3,6,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2,5,5,3,2,1,0,13,9,0,1,0,18,3,0,0
02/13/2022,172,3,19,41,27,31,22,18,12,14,7,0,94,78,0,35,11,23,63,9,31,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,0,2,3,2,0,4,6,2,0,13,6,0,2,0,9,5,2,1
01/04/2021,1881,10,88,231,477,387,304,227,137,71,47,0,991,881,9,736,75,335,480,78,177,0,0,0,0,1,2,3,4,0,4,6,0,5,1,0,4,0,0,2,6,4,7,14,17,18,20,0,43,45,0,30,4,38,15,1,0
08/12/2020,433,2,28,51,117,93,73,53,29,10,7,0,226,205,2,187,3,91,111,17,24,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,2,1,4,4,9,4,3,0,11,17,0,13,0,9,5,0,1
10/27/2021,386,3,23,99,80,66,53,42,28,11,7,0,198,188,0,69,14,103,120,30,50,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,3,0,0,1,4,2,2,4,3,2,5,0,11,12,0,4,0,12,6,1,0
07/13/2020,337,4,33,36,99,69,45,35,31,7,15,0,194,142,1,130,8,96,72,7,24,0,1,0,0,0,1,1,1,0,2,2,0,1,0,1,2,0,0,2,1,5,3,8,5,6,3,0,16,17,0,11,2,11,6,1,2
12/05/2020,1204,13,84,165,270,217,170,185,118,51,28,0,610,593,1,484,50,219,285,41,125,0,0,2,1,2,1,2,5,0,5,8,0,7,0,4,2,0,0,4,5,9,5,11,25,13,12,0,41,43,0,25,5,32,17,4,1
02/19/2022,124,4,9,16,26,20,22,15,9,10,6,0,60,61,3,19,15,30,37,3,20,0,0,0,2,0,1,0,1,0,2,2,0,0,0,2,2,0,0,0,1,1,0,3,0,2,2,0,5,4,0,1,0,2,6,0,0
04/11/2020,397,33,142,7,53,71,65,83,54,38,26,0,184,213,0,114,17,156,60,15,35,0,0,1,1,6,7,10,8,0,15,18,0,8,2,21,2,0,0,2,3,7,16,29,33,32,20,0,57,85,0,38,5,74,17,6,2
12/04/2020,1856,32,103,240,409,341,306,272,158,85,45,0,938,911,7,705,71,342,428,73,237,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,4,6,15,12,19,19,16,12,0,49,54,0,31,4,45,17,4,2
12/08/2021,1293,10,63,325,308,273,155,119,59,28,26,0,654,633,6,208,38,361,340,103,243,0,0,0,2,3,1,2,2,0,2,8,0,2,1,5,2,0,0,0,7,13,9,11,15,4,4,0,37,26,0,18,1,25,10,5,4
07/21/2021,217,0,11,38,60,52,26,24,9,4,4,0,120,97,0,34,10,70,74,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,2,0,8,3,0,2,0,6,3,0,0
08/25/2021,606,6,42,101,151,138,81,69,32,22,12,0,319,287,0,111,13,161,187,23,111,0,0,0,1,2,0,1,2,0,1,5,0,2,0,3,1,0,0,1,7,1,4,10,7,7,5,0,19,23,0,8,1,22,10,0,1
12/22/2020,1337,17,82,178,301,249,195,163,151,64,36,0,693,642,2,513,59,235,326,63,141,0,0,0,1,2,2,8,4,0,7,10,0,2,3,8,4,0,0,0,4,7,7,11,16,21,16,0,41,41,0,24,1,39,14,4,0
10/16/2020,954,3,40,113,243,182,159,134,73,35,15,0,498,452,4,386,28,181,268,27,64,0,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,0,0,1,4,4,1,10,10,7,3,0,25,15,0,13,0,13,9,3,2
11/25/2021,190,3,45,26,42,45,23,25,15,8,6,0,95,94,1,34,9,57,52,11,27,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,0,0,1,8,5,3,9,9,4,6,0,22,23,0,10,1,24,10,0,0
10/27/2020,1627,4,89,202,452,341,252,179,117,53,31,0,841,783,3,684,47,251,425,67,153,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,13,23,20,9,11,0,51,38,0,25,3,37,18,5,1
07/29/2021,324,1,17,49,89,91,48,28,12,7,0,0,174,149,1,67,11,101,92,15,38,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,4,6,0,1,0,9,8,0,2,2,11,1,0,1
01/20/2022,2022,36,113,523,385,361,237,220,147,81,68,0,1038,972,12,524,106,341,517,100,434,0,0,0,0,2,10,4,20,0,23,13,0,1,2,25,8,0,0,5,6,10,12,17,20,22,20,1,58,55,0,30,4,47,27,4,1
09/19/2020,170,2,19,11,49,41,23,24,16,2,4,0,89,81,0,67,5,21,52,11,14,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,2,1,1,1,4,4,3,3,0,12,7,0,9,0,7,2,1,0
05/29/2020,459,20,50,33,114,70,85,75,42,18,22,0,248,208,3,227,10,115,42,16,49,0,0,0,1,3,5,6,5,0,11,9,0,7,0,11,1,1,0,3,0,4,7,11,9,8,8,0,31,19,0,12,1,27,9,1,0
01/19/2021,1085,19,67,141,265,205,169,124,91,58,32,0,551,534,0,437,47,203,284,47,67,0,0,0,0,3,5,5,6,0,5,14,0,5,2,8,4,0,0,3,3,5,6,16,9,12,13,0,31,36,0,22,3,30,10,1,1
09/15/2020,352,1,21,54,100,67,47,42,26,13,3,0,189,163,0,167,9,49,97,10,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,4,5,3,4,3,0,10,11,0,8,1,7,5,0,0
12/14/2021,2766,14,100,511,856,628,351,220,132,43,23,2,1458,1278,30,345,58,770,832,216,545,0,0,1,2,3,3,1,4,0,10,4,0,4,0,4,6,0,0,5,16,13,12,10,20,15,9,0,53,47,0,15,0,55,20,7,3
04/24/2021,412,10,47,75,84,96,62,49,29,12,5,0,229,183,0,117,16,142,84,14,39,0,0,0,0,2,4,2,2,0,4,6,0,4,0,2,4,0,0,1,4,7,14,6,7,2,6,0,29,18,0,9,0,27,8,1,2
08/05/2021,479,2,31,76,149,130,56,34,21,8,5,0,233,244,2,87,16,108,166,22,80,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,1,3,6,2,5,6,3,5,0,16,15,0,4,2,18,6,1,0
04/03/2021,470,9,47,61,130,113,69,51,28,12,6,0,235,235,0,109,24,110,174,14,39,0,0,0,1,2,1,2,3,0,3,6,0,4,1,3,1,0,0,0,3,5,7,6,8,13,5,0,20,27,0,7,0,22,16,1,1
01/18/2021,715,14,66,85,143,163,107,80,82,33,22,0,392,323,0,228,42,146,181,35,83,0,0,0,1,2,6,2,3,0,3,11,0,5,0,6,3,0,0,2,5,4,3,8,23,10,11,0,29,37,0,16,1,30,16,1,2
08/30/2020,100,5,22,12,24,16,18,14,8,4,4,0,49,51,0,29,1,24,39,4,3,0,0,0,0,0,0,3,2,0,4,1,0,1,0,4,0,0,0,2,2,1,2,4,4,2,5,0,9,13,0,6,0,9,7,0,0
01/28/2021,608,10,47,82,144,108,95,80,53,29,17,0,307,301,0,217,19,111,173,23,65,0,1,0,0,0,2,3,4,0,5,5,0,3,1,4,2,0,0,1,2,2,3,4,9,12,14,0,21,26,0,14,0,17,13,2,1
01/01/2021,266,20,74,28,60,49,37,34,19,21,18,0,132,132,2,70,11,51,93,12,29,0,0,1,1,0,6,4,8,0,8,12,0,6,1,6,6,1,0,0,4,10,6,17,8,13,16,0,36,38,0,24,2,29,17,1,1
05/20/2020,771,29,94,58,210,132,138,107,72,36,18,0,404,361,6,391,6,179,86,20,89,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,8,4,8,14,22,20,15,0,48,46,0,36,1,41,11,2,3
10/28/2021,400,6,26,93,77,91,55,45,27,6,6,0,211,189,0,62,18,87,149,31,53,0,0,0,1,0,3,1,1,0,2,4,0,4,0,1,1,0,0,0,0,5,4,3,8,3,3,0,13,13,0,6,1,7,8,1,3
03/19/2021,441,2,30,64,145,106,49,37,21,13,6,0,220,221,0,125,29,92,145,16,34,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,3,3,3,4,7,5,4,0,16,14,0,10,0,15,5,0,0
12/01/2020,2187,36,128,271,511,424,342,271,201,108,59,0,1166,1014,7,896,74,401,472,74,270,0,0,0,5,5,11,9,6,0,20,16,0,12,1,16,7,0,0,6,6,10,13,21,29,24,19,0,65,63,0,49,1,48,24,4,2
12/27/2020,613,24,91,49,139,114,84,94,70,37,26,0,327,281,5,158,29,111,222,33,60,0,0,0,1,3,6,4,10,0,11,13,0,4,1,10,9,0,0,0,3,4,6,25,18,17,18,0,42,49,0,20,3,41,22,1,4
07/14/2020,324,3,23,46,83,69,48,38,23,15,2,0,184,138,2,143,5,77,73,6,20,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,1,0,0,0,2,3,2,5,6,5,0,0,14,9,0,11,0,10,2,0,0
07/24/2021,196,0,15,45,54,35,17,23,14,4,4,0,93,103,0,36,8,56,60,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,2,1,2,0,10,5,0,4,0,9,2,0,0
03/03/2020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,3,0,0,0
11/06/2020,2792,10,124,342,800,573,411,336,217,71,42,0,1475,1312,5,1123,83,447,726,116,297,0,0,1,1,2,3,0,3,0,4,6,0,4,0,5,1,0,0,5,8,7,16,34,14,21,19,0,62,62,0,38,3,52,22,7,2
12/25/2020,160,20,68,8,33,24,20,16,21,17,21,0,75,84,1,42,10,49,37,12,10,0,0,1,0,2,6,4,7,0,6,14,0,8,0,4,8,0,0,0,4,7,7,7,14,11,18,0,37,31,0,27,2,24,14,1,0
04/23/2020,1467,36,167,32,193,206,223,240,245,161,167,0,781,684,2,544,24,496,201,62,140,0,1,1,4,3,9,8,10,0,9,27,0,13,2,14,7,0,0,1,6,14,22,26,39,31,28,0,79,88,0,61,6,58,31,9,2
07/23/2020,319,3,29,33,101,68,43,36,17,12,9,0,190,128,1,92,14,84,87,16,26,0,0,0,1,0,0,2,0,0,2,1,0,1,0,2,0,0,0,0,4,6,3,5,3,5,3,0,15,14,0,14,1,10,3,1,0
09/10/2020,328,2,19,23,120,69,44,36,27,5,4,0,189,138,1,140,9,43,116,4,16,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,4,1,3,2,7,2,0,0,15,4,0,8,0,7,4,0,0
01/25/2022,1383,20,70,415,266,228,171,123,107,48,25,0,738,636,9,329,90,213,412,79,260,0,0,0,1,5,2,3,9,0,11,9,0,6,0,9,4,1,0,3,5,8,11,6,17,10,10,0,38,32,0,14,1,31,22,0,2
06/05/2021,62,6,10,14,13,9,7,8,7,2,2,0,33,29,0,17,2,24,13,2,4,0,0,0,1,1,2,1,1,0,2,4,0,2,0,3,1,0,0,0,0,3,1,4,1,0,1,0,7,3,0,0,0,8,2,0,0
07/04/2020,63,5,14,8,16,10,13,6,7,2,1,0,33,28,2,13,3,17,17,3,10,0,0,0,0,0,2,1,2,0,1,4,0,4,0,0,1,0,0,2,1,0,1,5,1,2,2,0,8,6,0,2,0,8,1,1,2
09/27/2021,472,6,37,121,99,90,47,55,40,10,10,0,247,223,2,101,13,140,148,25,45,0,0,1,1,0,2,1,1,0,1,5,0,1,1,3,1,0,0,0,3,6,3,10,8,4,3,0,21,16,0,4,2,17,12,1,1
01/24/2022,1525,17,83,417,300,254,175,152,121,67,38,1,780,731,14,385,95,201,423,73,348,0,0,0,0,3,4,2,8,0,5,12,0,3,0,10,3,0,1,5,9,10,8,15,18,8,10,0,42,41,0,20,4,35,21,0,3
03/12/2020,21,0,7,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,3,4,0,0,1,4,2,0,0
07/05/2020,89,3,16,6,29,19,14,11,8,2,0,0,53,35,1,26,0,24,23,7,9,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,1,4,3,2,1,3,0,5,11,0,6,1,6,3,0,0
03/19/2020,184,2,36,5,34,47,35,25,18,18,2,0,87,97,0,21,10,79,64,7,3,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,7,9,6,10,1,0,16,20,0,4,1,23,7,1,0
03/31/2020,490,16,161,5,57,104,97,92,69,39,27,0,260,230,0,111,20,229,87,17,26,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,31,26,21,0,72,89,0,30,3,103,18,6,1
10/19/2020,1165,3,51,151,274,250,162,169,96,43,20,0,596,568,1,469,34,212,301,39,110,0,0,0,0,0,2,1,0,0,1,2,0,1,0,1,1,0,0,2,2,1,7,14,8,10,7,0,26,25,0,13,1,17,17,1,2
07/12/2020,97,4,15,7,33,15,19,11,3,7,2,0,52,45,0,31,4,27,23,2,10,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,3,0,0,1,3,0,1,2,2,5,1,0,6,9,0,3,3,8,1,0,0
01/24/2021,339,16,47,34,82,71,46,43,30,23,10,0,171,168,0,74,19,64,134,12,36,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,2,6,5,12,12,7,0,23,24,0,9,4,21,9,3,1
09/20/2020,108,6,17,14,31,28,13,9,5,7,1,0,57,51,0,32,9,14,48,2,3,0,0,0,0,0,3,1,2,0,3,3,0,3,0,1,2,0,0,0,2,2,1,5,3,3,1,0,6,11,0,5,0,7,4,1,0
05/12/2020,942,46,124,64,177,177,182,163,92,49,38,0,495,446,1,503,12,189,126,21,91,0,0,4,2,4,10,7,19,0,12,34,0,21,2,19,4,0,0,1,11,15,9,27,25,17,19,0,62,62,0,52,3,48,16,2,3
10/13/2021,361,4,25,84,86,65,47,34,30,9,6,0,183,178,0,54,22,90,132,30,33,0,0,1,0,1,1,0,1,0,3,1,0,1,0,3,0,0,0,1,3,7,4,3,3,3,1,0,20,5,0,6,1,13,4,1,0
04/22/2020,1055,45,145,33,169,169,168,206,150,65,95,0,549,506,0,488,25,283,127,46,86,0,0,3,2,5,15,8,12,0,20,25,0,8,0,27,9,1,0,0,5,10,28,24,33,20,25,0,70,75,0,47,4,60,26,7,1
07/03/2021,49,0,6,6,12,17,7,5,1,0,1,0,22,26,1,12,2,15,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,5,0,3,0,3,0,0,0
08/13/2020,391,4,24,39,118,79,72,40,24,11,8,0,211,178,2,188,8,72,94,15,14,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,4,2,5,0,6,5,2,0,15,9,0,8,0,11,3,2,0
10/03/2021,206,4,27,46,40,36,24,27,20,9,4,0,103,103,0,33,8,55,79,9,22,0,0,0,0,1,2,0,1,0,0,4,0,1,0,1,2,0,0,0,4,2,3,4,3,9,2,0,16,11,0,3,1,14,7,1,1
09/17/2020,392,0,25,38,122,89,53,40,30,11,9,0,189,202,1,156,13,54,131,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,6,1,2,0,9,16,0,8,1,5,9,1,1
01/17/2021,393,15,51,40,74,75,61,68,31,26,18,0,195,198,0,95,12,87,140,24,35,0,0,0,0,0,1,7,7,0,5,10,0,5,1,6,3,0,0,1,5,3,4,9,8,12,9,0,22,29,0,10,3,23,15,0,0
03/21/2021,222,4,48,28,69,44,28,24,17,8,4,0,102,120,0,53,11,57,85,6,10,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,1,6,7,3,8,9,8,6,0,30,18,0,10,1,26,11,0,0
05/26/2020,751,23,77,61,159,128,137,128,76,40,22,0,393,353,5,407,20,140,72,31,81,0,0,0,0,2,8,9,4,0,8,15,0,7,1,12,3,0,0,2,4,6,8,27,13,9,8,0,42,35,0,29,2,30,13,1,2
07/19/2021,203,1,17,34,65,51,24,21,4,3,1,0,96,105,2,41,5,43,70,9,35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,4,0,3,3,1,2,0,13,4,0,3,0,6,7,0,1
12/03/2021,918,8,71,206,190,169,130,87,79,43,14,0,438,476,4,157,39,214,261,81,166,0,0,0,2,0,2,1,3,0,4,4,0,2,0,4,2,0,0,1,7,5,10,8,18,11,11,0,31,40,0,12,3,32,20,4,0
08/20/2020,422,3,24,48,120,85,64,58,33,10,4,0,235,186,1,182,8,72,113,16,31,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,5,2,1,0,13,11,0,11,1,4,7,1,0
05/02/2021,231,14,49,32,46,55,24,28,29,12,5,0,130,100,1,41,15,107,43,9,16,0,0,1,0,4,2,4,3,0,7,7,0,0,0,11,3,0,0,1,5,5,4,11,14,6,3,0,29,20,0,10,3,29,5,1,1
08/18/2021,555,3,27,75,152,122,80,59,39,20,8,0,273,280,2,120,23,134,174,24,80,0,0,0,0,1,1,0,1,0,0,3,0,0,0,2,1,0,0,1,2,4,4,2,8,3,3,0,16,11,0,4,0,14,9,0,0
05/16/2021,155,9,34,23,34,30,22,17,14,8,7,0,85,70,0,35,2,70,30,5,13,0,0,1,1,0,2,3,2,0,3,6,0,6,2,1,0,0,0,1,3,10,5,3,6,3,3,0,20,14,0,5,0,20,6,1,2
02/24/2022,240,4,15,61,54,49,27,21,11,12,5,0,132,105,3,48,22,39,81,16,34,0,0,0,0,0,0,2,2,0,1,3,0,0,0,3,1,0,0,0,1,0,2,2,3,4,3,0,9,6,0,2,0,5,8,0,0
06/10/2021,39,2,17,7,6,8,6,2,7,1,2,0,17,22,0,7,1,21,6,2,2,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,1,2,2,4,3,3,0,2,0,10,7,0,2,0,6,7,2,0
09/13/2021,553,7,41,129,127,120,64,46,35,23,9,0,278,275,0,103,23,170,127,55,75,0,0,2,1,0,3,1,0,0,1,6,0,4,0,2,1,0,0,2,3,4,5,10,7,5,5,0,26,15,0,7,0,25,8,0,1
02/21/2022,242,10,17,41,57,44,32,21,31,9,7,0,145,94,3,34,13,37,79,9,70,0,0,0,2,0,1,1,6,0,4,6,0,2,0,2,6,0,0,0,1,2,4,4,1,2,3,0,8,9,0,2,1,9,5,0,0
08/06/2021,466,5,27,67,136,125,51,42,26,15,4,0,224,242,0,101,23,118,139,15,70,1,0,1,0,0,0,1,2,0,1,4,0,1,0,3,1,0,0,2,3,5,5,7,2,3,0,0,13,14,0,6,0,17,4,0,0
07/03/2020,174,5,29,14,52,36,25,18,16,9,4,0,106,67,1,51,2,49,43,9,20,0,0,0,0,0,2,1,2,0,3,2,0,1,0,4,0,0,0,4,2,2,6,3,4,5,3,0,12,17,0,5,0,15,5,2,2
10/16/2021,178,4,23,32,39,26,31,18,19,11,2,0,85,93,0,29,5,48,66,17,13,0,0,0,0,1,1,1,1,0,3,1,0,1,0,2,1,0,0,1,4,2,2,5,3,5,1,0,9,14,0,5,1,10,6,1,0
